Link to Post,Source,Comments,Labels,processed_comments
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1090309724778386/?anchor_composer=false&refid=18&_ft_=qid.6941467511697455894%3Amf_story_key.1090309724778386%3Atop_level_post_id.1090309724778386%3Atl_objid.1090309724778386%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX9DH_pC5x6BzxiU&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Yes indeed.,0,yes indeed
https://m.facebook.com/story.php?story_fbid=4134408573288801&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Kiran Hanzary to kne tw,0,kiran hanzary to kne tw
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Zot ti pe ti lavie aster zot pe envi prend lavie la,0,lavie aster envi prend lavie
https://m.facebook.com/story.php?story_fbid=10159335762834540&id=100761789539&anchor_composer=false&__tn__=%2AW-R,Lexpress,Belineda Von-mally oui ek delo oussi choisir enfin mo ser pa deranz,0,belineda von mally oui delo oussi choisir enfin ser deranz
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1062500227589092/?anchor_composer=false&ref=content_filter,PRENDCOMPTELEPEP,"Li pou reponne par ""Dire moi kot mone foté? """,0,reponne par dire mwa kot mone foté
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1062500227589092/?anchor_composer=false&ref=content_filter,PRENDCOMPTELEPEP,Ale demande pravin li pu dir tw😂,0,ale demande pravin pu dir tw
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Appadu chk prix. E ena mnchnt p fr lavnte 100milles prt jr,0,appadu chk pri ena mnchnt lavnte 100milles prt jr
https://m.facebook.com/story.php?story_fbid=4134319749964350&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Coumadir du sucre p monter,0,coumadir du sucre monter
https://m.facebook.com/story.php?story_fbid=4134319749964350&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,"Sheik Hussein
Malheureusement c'est pas demain la veille qu'on va résoudre le problème",0,sheik hussein malheureusement c est demain veille qu on va résoudre problème
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1090309724778386/?anchor_composer=false&refid=18&_ft_=qid.6941467511697455894%3Amf_story_key.1090309724778386%3Atop_level_post_id.1090309724778386%3Atl_objid.1090309724778386%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX9DH_pC5x6BzxiU&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Pilon la ouais ...ene zurner li roule lagrain asoir ki li prend décision to trou duc la,1,pilon ouais zurner roule lagrain asoir ki prend décision to trou duc
https://m.facebook.com/story.php?story_fbid=4134319749964350&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Sa award la mo penser l'inde ine fini pren... Nu guet en coup ki bane les autres award nu kav claim😎😎😎,0,award penser liki inde ine fini pren nou guet coup ki bane les autres award nou kav claim
https://m.facebook.com/story.php?story_fbid=4134408573288801&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Vellen Appavoo V li mem ki en charge Cardiac Centre Dan lopital Civil fek gagne promotion sa,0,vellen appavoo v mem ki charge cardiac centre lopital civil fek gagne promotion
https://m.facebook.com/story.php?story_fbid=4134408573288801&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,"Zot pas conne vaccine vraiment zotte ape

Zot pas conne vaccin vraiment zotte ape decouioner",0,conne vaccine vraiment ape conne vasin vraiment ape decouioner
https://m.facebook.com/story.php?story_fbid=10159335762834540&id=100761789539&anchor_composer=false&__tn__=%2AW-R,Lexpress,Fran Coise toujour to p la,0,fran coise toujour to
https://m.facebook.com/story.php?story_fbid=4134319749964350&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Kishan Daworaz whisky coca travail fer 🤣,0,kishan daworaz whisky coca travail
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Devina Balkeea,0,devina balkeea
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092061424603216/?anchor_composer=false&refid=18&_ft_=qid.6940953756254385806%3Amf_story_key.1092061424603216%3Atop_level_post_id.1092061424603216%3Atl_objid.1092061424603216%3Acontent_owner_id_new.100042962865803%3Aoriginal_content_id.10164808555715277%3Aoriginal_content_owner_id.722985276%3Apage_id.867119693764058%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_kPOK0uDjqvue9&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,faire to mama aller,1,to mama aller
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,"Beatrice Bijoux Bellepeau bien dit. Jamais ine manque légumes dans Morice. Zot avec supermarché ine plis fer profit en temps de Covid et après et zot ena toupet demande l’aide. Si pas p travail , ce dont je doute à voir tout les marchands partout, servi ou reserve . Ena vraiment pena!",0,beatrice bijoux bellepeau byin dit jamais ine manque légumes morice avek supermarché ine plis profit temps covid-19 après ena toupet demande liki aide travail ce dont je doute à voir tou les marchands partout servi reserve ena vraiment pena
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091978571278168/?anchor_composer=false&refid=18&_ft_=qid.6941468065731622330%3Amf_story_key.1091978571278168%3Atop_level_post_id.1091978571278168%3Atl_objid.1091978571278168%3Acontent_owner_id_new.100060360696812%3Apage_id.867119693764058%3Atext_formatting.146487026137131%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_m_xffl5PgHlBr&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Sal con...,1,sal con
https://m.facebook.com/story.php?story_fbid=4134319749964350&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,"Sideven Subban Mari sa.. Ena pas met masque tou.. Enfin, bcp pas responsable..",0,sideven subban mari ena met masque tou enfin bcp responsable
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1090309724778386/?anchor_composer=false&refid=18&_ft_=qid.6941467511697455894%3Amf_story_key.1090309724778386%3Atop_level_post_id.1090309724778386%3Atl_objid.1090309724778386%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX9DH_pC5x6BzxiU&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Blinding lights the weeknd the City cold and empty no one around to judge me,0,blinding lights the weeknd the city cold and empty no one around to judge me
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Appavoo Ovillen ou kne ou papi,0,appavoo ovillen kne papi
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Kes Kyete,0,kes kyete
https://m.facebook.com/story.php?story_fbid=4134741799922145&id=108299339233098&anchor_composer=false&__tn__=%2AW-R,Defimedia,Kes Kyete,0,kes kyete
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Tir kok la dan t la bous pa puena sa encor
Tou cki p passer t oze dr sa t p rod rol tw c pa possible frere non m pa les croir

Nn tne trouv mm ki tne ecrir la ou tne fimm simik je demande c tou

Rex Margoton pa moricien sa ton",1,tir kok to bous puena encor tou cki passer to oze dr to rod rol tw c possible frere non m les croir nn tne trouv mm ki tne ecrir tne fimm simik je demande c tou rex margoton moricien ton
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ta Gopia to pa cone ki to dir twa to ti pe reve ou li pe b to la family,1,ta gopia to cone ki to dir twa to reve to family
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"etaa ggt ecout sa,,,,,",1,etaa gogot ecout
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Bousse impé do .to pas.p gagne traka dimoune ki p contaminé ek virus prier au lieu to p vine flatte to pm ale fer to teste tansion to fine attrap virus la,1,bouss impé do to gagne traka dimoune ki contaminé virus prier au lieu to vinn flatte to premier ministre ale to teste tansion to finn attrap virus
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fr li bour twa,1,bour twa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Bouss liki doh gopia pa vine rod rol la,1,bouss liki doh gopia vinn rod rol
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Hey bousou,1,hey liki
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,mo croir li pa cone boussou !!!!!,1,croir cone liki
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To n kk kiwi mm tw boufon kk kiwi,1,to kaka kiwi mm tw boufon kaka kiwi
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Kifer tone met 1 nom nation. Met to nom 22 chatwa.. 🙄🙄🙄,1,kifer tone met nom nation met to nom 22 chatwa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1092807001195325/?anchor_composer=false&refid=18&_ft_=qid.6940953970983958712%3Amf_story_key.1092807001195325%3Atop_level_post_id.1092807001195325%3Atl_objid.1092807001195325%3Acontent_owner_id_new.100053352694039%3Apage_id.867119693764058%3Atext_formatting.1271157196337260%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX8L9cfkmWd6ejcj&__tn__=*W-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To p remecie pinokio li p ouvert to tru fess,1,to remecie pinokio ouvert to tru fesse
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091978571278168/?anchor_composer=false&refid=18&_ft_=qid.6941468065731622330%3Amf_story_key.1091978571278168%3Atop_level_post_id.1091978571278168%3Atl_objid.1091978571278168%3Acontent_owner_id_new.100060360696812%3Apage_id.867119693764058%3Atext_formatting.146487026137131%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_m_xffl5PgHlBr&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Enn pln roder rol toi ggt.. Rass li ec to ledent to infizé to boir to kpav ggn inpé l'esprit,1,pilon roder rol twa gogot rass ec to ledent to infizé to boir to kpav ggn inpé liki esprit
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091978571278168/?anchor_composer=false&refid=18&_ft_=qid.6941468065731622330%3Amf_story_key.1091978571278168%3Atop_level_post_id.1091978571278168%3Atl_objid.1091978571278168%3Acontent_owner_id_new.100060360696812%3Apage_id.867119693764058%3Atext_formatting.146487026137131%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_m_xffl5PgHlBr&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Net la grain la entre to deux tt,1,net graine entre to deux tt
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091978571278168/?anchor_composer=false&refid=18&_ft_=qid.6941468065731622330%3Amf_story_key.1091978571278168%3Atop_level_post_id.1091978571278168%3Atl_objid.1091978571278168%3Acontent_owner_id_new.100060360696812%3Apage_id.867119693764058%3Atext_formatting.146487026137131%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_m_xffl5PgHlBr&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,sous lagrain pilon,1,sous lagrain pilon
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091978571278168/?anchor_composer=false&refid=18&_ft_=qid.6941468065731622330%3Amf_story_key.1091978571278168%3Atop_level_post_id.1091978571278168%3Atl_objid.1091978571278168%3Acontent_owner_id_new.100060360696812%3Apage_id.867119693764058%3Atext_formatting.146487026137131%3Asrc.22%3Astory_location.6%3Afilter.GroupStoriesByActivityEntQuery%3Atds_flgs.3%3Aott.AX_m_xffl5PgHlBr&__tn__=%2AW-R,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fer 3-4 zom bour toi devan sa pilon la,1,3 4 zom bour twa devan pilon
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,KAN TO PA POU ENA MANGER SO KAKA SI TO PA POU EZITER POU TO MANGER MOVER BOUFFON 🤣🤣🔥🔥,1,kan to ena manger kaka to eziter to manger mover bouffon
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ey peelon plak fess trankil doh baboolal aret manz fess r pra20 peelon lamm so fess papu li la ki pra20 pra20 flmm,1,ey pilon plak fesse trankil doh baboolal aret manz fesse ar pra20 pilon lamm fesse papu ki pra20 pra20 flmm
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mange so kk ta....,1,mange kaka ta
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ena p fimm kk li chien,1,ena fimm kaka chien
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To conne bousou🤣,1,to conne liki
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Eta bouss inpé to🤬🤬🤬🤬 ta,1,eta bouss inpé to ta
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,kv tone gagne n koud fss ar li,1,kv tone gagne koud fesse ar
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Be don li fess alor,1,don fesse alor
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo croire li p fer kiken gagne bon kot toi mauvè chatwa,1,croire kiken gagne bon kot twa mauvè chatwa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo ggt pli fort ki to pravind,1,gogot pli fort ki to pravind
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fer li bour to fam ziska 2030 kkliki pilon Mal kc.,1,bour to fam ziska 2030 kaka pilon mal kc
